Indicators,Period,State,Gender,Age ,Data Source,Program Area,Values
Percentage of people age 15-49 years who have been tested for HIV and know their results,2004,Nasarawa,Male,15-49 years,UNAIDS,HIV,107
Percentage of people age 15-49 years who have been tested for HIV and know their results,2005,Nasarawa,Female,15-49 years,UNAIDS,HIV,113
Percentage of people age 15-49 years who have been tested for HIV and know their results,2005,Nasarawa,Male,15-49 years,UNAIDS,HIV,52
Percentage of people age 15-49 years who have been tested for HIV and know their results,2006,Nasarawa,Female,15-49 years,UNAIDS,HIV,40
Percentage of people age 15-49 years who have been tested for HIV and know their results,2006,Nasarawa,Male,15-49 years,UNAIDS,HIV,45
Percentage of people age 15-49 years who have been tested for HIV and know their results,2007,Nasarawa,Female,15-49 years,UNAIDS,HIV,181
Percentage of people age 15-49 years who have been tested for HIV and know their results,2007,Nasarawa,Male,15-49 years,UNAIDS,HIV,92
Percentage of people age 15-49 years who have been tested for HIV and know their results,2008,Nasarawa,Female,15-49 years,UNAIDS,HIV,248
Percentage of people age 15-49 years who have been tested for HIV and know their results,2008,Nasarawa,Male,15-49 years,UNAIDS,HIV,70
Percentage of people age 15-49 years who have been tested for HIV and know their results,2009,Nasarawa,Female,15-49 years,UNAIDS,HIV,90
Percentage of people age 15-49 years who have been tested for HIV and know their results,2009,Nasarawa,Male,15-49 years,UNAIDS,HIV,188
Percentage of people age 15-49 years who have been tested for HIV and know their results,2010,Nasarawa,Male,15-49 years,UNAIDS,HIV,112
Percentage of people age 15-49 years who have been tested for HIV and know their results,2010,Nasarawa,Female,15-49 years,UNAIDS,HIV,116
Percentage of people age 15-49 years who have been tested for HIV and know their results,2011,Nasarawa,Male,15-49 years,UNAIDS,HIV,174
Percentage of people age 15-49 years who have been tested for HIV and know their results,2011,Nasarawa,Female,15-49 years,UNAIDS,HIV,58
Percentage of people age 15-49 years who have been tested for HIV and know their results,2000,Niger,Female,15-49 years,UNAIDS,HIV,121
Percentage of people age 15-49 years who have been tested for HIV and know their results,2000,Niger,Male,15-49 years,UNAIDS,HIV,71
Percentage of people age 15-49 years who have been tested for HIV and know their results,2001,Niger,Female,15-49 years,UNAIDS,HIV,82
Percentage of people age 15-49 years who have been tested for HIV and know their results,2001,Niger,Male,15-49 years,UNAIDS,HIV,201
Percentage of people age 15-49 years who have been tested for HIV and know their results,2002,Niger,Female,15-49 years,UNAIDS,HIV,247
Percentage of people age 15-49 years who have been tested for HIV and know their results,2002,Niger,Male,15-49 years,UNAIDS,HIV,105
Percentage of people age 15-49 years who have been tested for HIV and know their results,2003,Niger,Female,15-49 years,UNAIDS,HIV,227
Percentage of people age 15-49 years who have been tested for HIV and know their results,2003,Niger,Male,15-49 years,UNAIDS,HIV,33
Percentage of people age 15-49 years who have been tested for HIV and know their results,2004,Niger,Female,15-49 years,UNAIDS,HIV,191
Percentage of people age 15-49 years who have been tested for HIV and know their results,2004,Niger,Male,15-49 years,UNAIDS,HIV,190
Percentage of people age 15-49 years who have been tested for HIV and know their results,2005,Niger,Female,15-49 years,UNAIDS,HIV,56
Percentage of people age 15-49 years who have been tested for HIV and know their results,2005,Niger,Male,15-49 years,UNAIDS,HIV,237
Percentage of people age 15-49 years who have been tested for HIV and know their results,2006,Niger,Female,15-49 years,UNAIDS,HIV,95
Percentage of people age 15-49 years who have been tested for HIV and know their results,2006,Niger,Male,15-49 years,UNAIDS,HIV,29
Percentage of people age 15-49 years who have been tested for HIV and know their results,2007,Niger,Female,15-49 years,UNAIDS,HIV,180
Percentage of people age 15-49 years who have been tested for HIV and know their results,2007,Niger,Male,15-49 years,UNAIDS,HIV,205
Percentage of people age 15-49 years who have been tested for HIV and know their results,2008,Niger,Female,15-49 years,UNAIDS,HIV,112
Percentage of people age 15-49 years who have been tested for HIV and know their results,2008,Niger,Male,15-49 years,UNAIDS,HIV,93
Percentage of people age 15-49 years who have been tested for HIV and know their results,2009,Niger,Female,15-49 years,UNAIDS,HIV,109
Percentage of people age 15-49 years who have been tested for HIV and know their results,2009,Niger,Male,15-49 years,UNAIDS,HIV,30
Percentage of people age 15-49 years who have been tested for HIV and know their results,2010,Niger,Male,15-49 years,UNAIDS,HIV,137
Percentage of people age 15-49 years who have been tested for HIV and know their results,2010,Niger,Female,15-49 years,UNAIDS,HIV,51
Percentage of people age 15-49 years who have been tested for HIV and know their results,2011,Niger,Male,15-49 years,UNAIDS,HIV,29
Percentage of people age 15-49 years who have been tested for HIV and know their results,2011,Niger,Female,15-49 years,UNAIDS,HIV,128
Percentage of people age 15-49 years who have been tested for HIV and know their results,2000,Ogun,Female,15-49 years,UNAIDS,HIV,98
Percentage of people age 15-49 years who have been tested for HIV and know their results,2000,Ogun,Male,15-49 years,UNAIDS,HIV,33
Percentage of people age 15-49 years who have been tested for HIV and know their results,2001,Ogun,Female,15-49 years,UNAIDS,HIV,49
Percentage of people age 15-49 years who have been tested for HIV and know their results,2001,Ogun,Male,15-49 years,UNAIDS,HIV,198
Percentage of people age 15-49 years who have been tested for HIV and know their results,2002,Ogun,Female,15-49 years,UNAIDS,HIV,185
Percentage of people age 15-49 years who have been tested for HIV and know their results,2002,Ogun,Male,15-49 years,UNAIDS,HIV,31
Percentage of people age 15-49 years who have been tested for HIV and know their results,2003,Ogun,Female,15-49 years,UNAIDS,HIV,105
Percentage of people age 15-49 years who have been tested for HIV and know their results,2003,Ogun,Male,15-49 years,UNAIDS,HIV,156
Percentage of people age 15-49 years who have been tested for HIV and know their results,2004,Ogun,Female,15-49 years,UNAIDS,HIV,204
Percentage of people age 15-49 years who have been tested for HIV and know their results,2004,Ogun,Male,15-49 years,UNAIDS,HIV,87
Percentage of people age 15-49 years who have been tested for HIV and know their results,2005,Ogun,Female,15-49 years,UNAIDS,HIV,74
Percentage of people age 15-49 years who have been tested for HIV and know their results,2005,Ogun,Male,15-49 years,UNAIDS,HIV,79
Percentage of people age 15-49 years who have been tested for HIV and know their results,2006,Ogun,Female,15-49 years,UNAIDS,HIV,141
Percentage of people age 15-49 years who have been tested for HIV and know their results,2006,Ogun,Male,15-49 years,UNAIDS,HIV,49
Percentage of people age 15-49 years who have been tested for HIV and know their results,2007,Ogun,Female,15-49 years,UNAIDS,HIV,208
Percentage of people age 15-49 years who have been tested for HIV and know their results,2007,Ogun,Male,15-49 years,UNAIDS,HIV,216
Percentage of people age 15-49 years who have been tested for HIV and know their results,2008,Ogun,Female,15-49 years,UNAIDS,HIV,83
Percentage of people age 15-49 years who have been tested for HIV and know their results,2008,Ogun,Male,15-49 years,UNAIDS,HIV,223
Percentage of people age 15-49 years who have been tested for HIV and know their results,2009,Ogun,Female,15-49 years,UNAIDS,HIV,245
Percentage of people age 15-49 years who have been tested for HIV and know their results,2009,Ogun,Male,15-49 years,UNAIDS,HIV,95
Percentage of people age 15-49 years who have been tested for HIV and know their results,2010,Ogun,Male,15-49 years,UNAIDS,HIV,105
Percentage of people age 15-49 years who have been tested for HIV and know their results,2010,Ogun,Female,15-49 years,UNAIDS,HIV,127
Percentage of people age 15-49 years who have been tested for HIV and know their results,2011,Ogun,Male,15-49 years,UNAIDS,HIV,39
Percentage of people age 15-49 years who have been tested for HIV and know their results,2011,Ogun,Female,15-49 years,UNAIDS,HIV,210
Percentage of people age 15-49 years who have been tested for HIV and know their results,2000,Ondo,Female,15-49 years,UNAIDS,HIV,93
Percentage of people age 15-49 years who have been tested for HIV and know their results,2000,Ondo,Male,15-49 years,UNAIDS,HIV,34
Percentage of people age 15-49 years who have been tested for HIV and know their results,2001,Ondo,Female,15-49 years,UNAIDS,HIV,120
Percentage of people age 15-49 years who have been tested for HIV and know their results,2001,Ondo,Male,15-49 years,UNAIDS,HIV,203
Percentage of people age 15-49 years who have been tested for HIV and know their results,2002,Ondo,Female,15-49 years,UNAIDS,HIV,154
Percentage of people age 15-49 years who have been tested for HIV and know their results,2002,Ondo,Male,15-49 years,UNAIDS,HIV,150
Percentage of people age 15-49 years who have been tested for HIV and know their results,2003,Ondo,Female,15-49 years,UNAIDS,HIV,215
Percentage of people age 15-49 years who have been tested for HIV and know their results,2003,Ondo,Male,15-49 years,UNAIDS,HIV,59
Percentage of people age 15-49 years who have been tested for HIV and know their results,2004,Ondo,Female,15-49 years,UNAIDS,HIV,122
Percentage of people age 15-49 years who have been tested for HIV and know their results,2004,Ondo,Male,15-49 years,UNAIDS,HIV,189
Percentage of people age 15-49 years who have been tested for HIV and know their results,2005,Ondo,Female,15-49 years,UNAIDS,HIV,230
Percentage of people age 15-49 years who have been tested for HIV and know their results,2005,Ondo,Male,15-49 years,UNAIDS,HIV,37
Percentage of people age 15-49 years who have been tested for HIV and know their results,2006,Ondo,Female,15-49 years,UNAIDS,HIV,155
Percentage of people age 15-49 years who have been tested for HIV and know their results,2006,Ondo,Male,15-49 years,UNAIDS,HIV,139
Percentage of people age 15-49 years who have been tested for HIV and know their results,2007,Ondo,Female,15-49 years,UNAIDS,HIV,211
Percentage of people age 15-49 years who have been tested for HIV and know their results,2007,Ondo,Male,15-49 years,UNAIDS,HIV,186
Percentage of people age 15-49 years who have been tested for HIV and know their results,2008,Ondo,Female,15-49 years,UNAIDS,HIV,47
Percentage of people age 15-49 years who have been tested for HIV and know their results,2008,Ondo,Male,15-49 years,UNAIDS,HIV,226
Percentage of people age 15-49 years who have been tested for HIV and know their results,2009,Ondo,Female,15-49 years,UNAIDS,HIV,70
Percentage of people age 15-49 years who have been tested for HIV and know their results,2009,Ondo,Male,15-49 years,UNAIDS,HIV,104
Percentage of people age 15-49 years who have been tested for HIV and know their results,2010,Ondo,Male,15-49 years,UNAIDS,HIV,52
Percentage of people age 15-49 years who have been tested for HIV and know their results,2010,Ondo,Female,15-49 years,UNAIDS,HIV,183
Percentage of people age 15-49 years who have been tested for HIV and know their results,2011,Ondo,Male,15-49 years,UNAIDS,HIV,81
Percentage of people age 15-49 years who have been tested for HIV and know their results,2011,Ondo,Female,15-49 years,UNAIDS,HIV,108
Percentage of people age 15-49 years who have been tested for HIV and know their results,2000,Osun,Female,15-49 years,UNAIDS,HIV,131
Percentage of people age 15-49 years who have been tested for HIV and know their results,2000,Osun,Male,15-49 years,UNAIDS,HIV,61
Percentage of people age 15-49 years who have been tested for HIV and know their results,2001,Osun,Female,15-49 years,UNAIDS,HIV,62
Percentage of people age 15-49 years who have been tested for HIV and know their results,2001,Osun,Male,15-49 years,UNAIDS,HIV,43
Percentage of people age 15-49 years who have been tested for HIV and know their results,2002,Osun,Female,15-49 years,UNAIDS,HIV,194
Percentage of people age 15-49 years who have been tested for HIV and know their results,2002,Osun,Male,15-49 years,UNAIDS,HIV,68
